AcceX,AcceY,AcceZ
0.0083740234375,-0.0035888671875,-0.0035888671875
0.00478515625,-0.00418701171875,-0.00179443359375
0.00418701171875,-0.0026916503906249997,-0.0002990722656249999
0.0035888671875,-0.0011962890625,0.0011962890625
0.00418701171875,-0.00179443359375,-0.0011962890625
0.007177734375,-0.0035888671875,0.0011962890625
0.002392578125,-0.00478515625,-0.002392578125
0.0059814453125,0.0,0.0
0.00299072265625,-0.00179443359375,-0.0011962890625
0.0,-0.0035888671875,-0.002392578125
0.0035888671875,-0.002392578125,0.0011962890625
0.002392578125,0.0,-0.0035888671875
0.0059814453125,0.0059814453125,0.0011962890625
0.00657958984375,0.32718505859375,-0.00059814453125
0.007177734375,0.648388671875,-0.002392578125
-0.0155517578125,3.7647216796875,-0.0478515625
0.02392578125,1.8243408203125,-0.0299072265625
0.0059814453125,0.777587890625,0.03828125
-0.0155517578125,1.3338623046875,-0.026318359375
-0.0011962890625,2.189208984375,-0.0251220703125
-0.002392578125,1.9044921875,-0.057421875
0.002990722656249999,1.7860595703125002,-0.046057128906249994
0.0083740234375,1.667626953125,-0.0346923828125
0.0035888671875000007,0.39118652343750004,-0.004187011718750001
-0.01734619140625,1.155615234375,-0.0032897949218750008
-0.03828125,1.9200439453125,-0.002392578125
-0.00478515625,1.35419921875,0.03289794921875
-0.0227294921875,1.3290771484375,0.021234130859375
-0.040673828125,1.303955078125,0.0095703125
-0.0287109375,1.8985107421875,-0.016748046875
0.00777587890625,0.67410888671875,0.0095703125
-0.009271240234375,0.8197570800781251,0.03887939453125
-0.026318359375,0.9654052734375,0.0681884765625
-0.0251220703125,0.6136962890625,0.0586181640625
-0.0035888671875,-0.1591064453125,0.021533203125
0.011962890625,-0.48330078125,0.0562255859375
0.040673828125,-0.193798828125,-0.03349609375
0.03529052734375,-0.9079833984375,-0.011962890625
0.0251220703125,-0.8864501953125,-0.0059814453125
0.010168457031250001,-0.9079833984375001,-0.007177734375
-0.00478515625,-0.9295166015625,-0.0083740234375
-0.02392578125,-0.92054443359375,0.055627441406250006
-0.0011962890625000014,-1.092510986328125,0.048748779296875
0.021533203125,-1.2644775390625,0.0418701171875
0.0251220703125,-0.389990234375,0.045458984375
-0.0203369140625,-0.6029296875,0.0251220703125
-0.055029296875,-1.08623046875,0.0514404296875
0.0322998046875,-1.102978515625,-0.007177734375
0.016748046875,-0.830224609375,-0.0251220703125
0.0,-1.122119140625,0.0418701171875
-0.003190104166666667,-1.1827311197916666,0.02950846354166667
-0.006380208333333334,-1.2433430989583334,0.017146809895833334
-0.0095703125,-1.303955078125,0.00478515625
0.031103515625,-1.37333984375,0.0107666015625
-0.0203369140625,-0.49287109375,0.055029296875
0.01435546875,-1.3506103515625,0.0
0.0,-0.9893310546875,0.016748046875
-0.0011962890625,-0.945068359375,0.0203369140625
0.0083740234375,-1.0814453125,0.007177734375
0.012561035156249999,-0.96839599609375,0.01016845703125
0.016748046875,-0.8553466796875,0.0131591796875
-0.00478515625,-0.088525390625,0.0095703125
0.011962890625,-3.390283203125,0.040673828125
0.00478515625,0.0634033203125,0.002392578125
0.0035888671875,0.002392578125,-0.0059814453125
0.00299072265625,-0.002392578125,-0.0035888671875
0.002392578125,-0.007177734375,-0.0011962890625
0.007177734375,-0.0251220703125,-0.002392578125
0.00478515625,-0.0011962890625,0.00478515625
0.0011962890625,0.0035888671875,-0.0011962890625
-0.002392578125,-0.002392578125,-0.00478515625
0.0095703125,-0.007177734375,0.0
0.0059814453125,-0.002392578125,0.0
0.001993815104166667,-0.001993815104166667,-0.0007975260416666668
-0.001993815104166666,-0.0015950520833333333,-0.0015950520833333335
-0.0059814453125,-0.0011962890625,-0.002392578125
0.0035888671875,-0.0095703125,0.002392578125
-0.00478515625,-0.007177734375,-0.00478515625
0.0011962890625,0.0,-0.0035888671875
0.007177734375,-0.0011962890625,-0.00478515625
0.0059814453125,-0.0003987630208333333,-0.00478515625
0.00478515625,0.00039876302083333343,-0.00478515625
0.0035888671875,0.0011962890625,-0.00478515625
-0.0035888671875,-0.0059814453125,0.0011962890625
0.0,-0.007177734375,0.0
0.0035888671875,-0.0083740234375,-0.0011962890625
0.0,-0.002392578125,-0.0083740234375
0.002392578125,-0.0083740234375,0.0011962890625
0.001993815104166667,-0.005582682291666667,-0.00039876302083333343
0.0015950520833333333,-0.0027913411458333334,-0.001993815104166667
0.0011962890625,0.0,-0.0035888671875
0.00478515625,-0.0035888671875,-0.002392578125
0.002392578125,-0.007177734375,0.002392578125
0.0059814453125,0.002392578125,0.0
0.002392578125,-0.0083740234375,-0.002392578125
-0.0011962890625,-0.002392578125,0.0
-0.0011962890625,-0.00299072265625,-0.0011962890625
-0.0011962890625,-0.0035888671875,-0.002392578125
-0.0007975260416666667,-0.004386393229166666,-0.001993815104166667
-0.0003987630208333333,-0.0051839192708333336,-0.0015950520833333333
0.0,-0.0059814453125,-0.0011962890625
0.002392578125,-0.005084228515625,-0.0011962890625
0.00478515625,-0.00418701171875,-0.0011962890624999999
0.0035888671875,0.002392578125,0.00478515625
0.0059814453125,-0.0059814453125,-0.0035888671875
-0.0011962890625,-0.00478515625,-0.002392578125
0.0011962890625,0.002392578125,-0.0011962890625
0.0011962890625,-0.001993815104166667,0.0015950520833333329
0.0011962890625,-0.006380208333333334,0.004386393229166665
0.0011962890625,-0.0107666015625,0.007177734375
0.00478515625,-0.002392578125,0.0
0.0017944335937500003,-0.0011962890625,0.00179443359375
-0.0011962890625,0.0,0.0035888671875
0.0059814453125,-0.0035888671875,0.002392578125
0.00478515625,-0.0077758789062499995,0.00059814453125
0.0035888671875,-0.011962890625,-0.0011962890625
0.0095703125,0.002392578125,0.0011962890625
0.007177734375,-0.007177734375,-0.0035888671875
0.0059814453125,-0.00657958984375,-0.00179443359375
0.00478515625,-0.0059814453125,0.0
0.007177734375,-0.00478515625,-0.002392578125
0.00418701171875,-0.00538330078125,-0.00418701171875
0.0011962890625,-0.0059814453125,-0.0059814453125
-0.00039876302083333343,-0.0051839192708333336,-0.00478515625
-0.001993815104166667,-0.004386393229166666,-0.0035888671875000003
-0.0035888671875,-0.0035888671875,-0.002392578125
0.0059814453125,-0.0083740234375,0.0011962890625
0.00538330078125,-0.0059814453125,0.0017944335937500001
0.00478515625,-0.0035888671875,0.002392578125
0.0011962890625,-0.0131591796875,-0.0011962890625
0.0035888671875,-0.007177734375,0.002392578125
0.0035888671875,-0.005383300781249999,0.00059814453125
0.0035888671875,-0.0035888671875,-0.0011962890625
0.00299072265625,-0.00418701171875,-0.00059814453125
0.002392578125,-0.00478515625,0.0
0.00478515625,-0.007177734375,-0.002392578125
-0.002392578125,-0.0059814453125,0.0
0.0059814453125,-0.0035888671875,0.0011962890625
0.0011962890625,0.0,0.0
0.002392578125,-0.0107666015625,0.0011962890625
0.0035888671875,-0.0035888671875,-0.002392578125
0.0095703125,-0.002392578125,0.0
0.002392578125,-0.007177734375,0.0011962890625
0.00478515625,-0.00478515625,0.00478515625
0.0,-0.0035888671875,-0.0035888671875
0.00478515625,0.007177734375,0.0011962890625
-0.0011962890625,-0.0035888671875,-0.002392578125
0.0059814453125,-0.01435546875,0.0035888671875
0.00478515625,-0.00478515625,-0.0011962890625
0.002392578125,0.0,-0.00059814453125
0.0,0.00478515625,0.0
0.0011962890625,-0.013757324218749999,-0.00299072265625
0.007177734375,-0.0011962890625,-0.00478515625
-0.0083740234375,0.0011962890625,-0.0083740234375
0.0059814453125,-0.011962890625,0.007177734375
0.0035888671875,-0.0035888671875,-0.00478515625
0.0059814453125,0.002392578125,-0.007177734375
-0.0035888671875,-0.002392578125,0.0107666015625
0.0,-0.0011962890625,-0.002392578125
0.00299072265625,-0.0017944335937500001,0.0041870117187500005
0.0059814453125,-0.002392578125,0.0107666015625
0.003987630208333334,-0.003190104166666667,0.005582682291666667
0.001993815104166667,-0.003987630208333334,0.0003987630208333332
0.0,-0.00478515625,-0.00478515625
0.0095703125,-0.011962890625,-0.0011962890625
0.0059814453125,-0.0059814453125,-0.0017944335937500001
0.002392578125,0.0,-0.002392578125
0.003190104166666667,-0.0007975260416666668,-0.0007975260416666667
0.003987630208333334,-0.0015950520833333335,0.0007975260416666669
0.00478515625,-0.002392578125,0.002392578125
0.0011962890625,0.0035888671875,0.0035888671875
0.004386393229166667,0.0003987630208333328,0.001993815104166666
0.007576497395833335,-0.0027913411458333343,0.0003987630208333328
0.0107666015625,-0.0059814453125,-0.0011962890625
0.0083740234375,-0.0052337646484375,-0.0004486083984375001
0.0059814453125,-0.004486083984375,0.0002990722656249999
0.0035888671875,-0.0037384033203125,0.0010467529296875
0.0011962890624999999,-0.00299072265625,0.0017944335937500001
0.0011962890625,-0.0035888671875,0.0059814453125
0.00299072265625,-0.006579589843750001,0.002392578125
0.00478515625,-0.0095703125,-0.0011962890625
0.00299072265625,-0.00059814453125,0.00179443359375
0.004486083984375,-0.0026916503906250005,-0.0020935058593750003
0.0059814453125,-0.00478515625,-0.0059814453125
0.0,-0.0035888671875,-0.0035888671875
0.00179443359375,-0.005383300781249999,-0.002392578125
0.0035888671875,-0.007177734375,-0.0011962890625
0.0035888671875,-0.004486083984375,-0.002093505859375
0.0035888671875000003,-0.0017944335937500001,-0.00299072265625
0.0035888671875,-0.00478515625,-0.002392578125
0.00299072265625,-0.004486083984375,-0.002691650390625
0.002392578125,-0.00418701171875,-0.00299072265625
0.002392578125,-0.0095703125,0.002392578125
0.0011962890625,-0.00299072265625,-0.0005981445312499998
0.0,0.0035888671875,-0.0035888671875
0.002392578125,-0.0035888671875,0.0
0.0017944335937500001,-0.0059814453125,0.00179443359375
0.0011962890625,-0.0083740234375,0.0035888671875
0.00478515625,-0.00538330078125,-0.00657958984375
0.00418701171875,-0.006280517578125,-0.0026916503906249997
0.0035888671875,-0.007177734375,0.0011962890625
0.0,0.0,0.002392578125
0.00478515625,-0.0011962890625,-0.0011962890625
0.00418701171875,-0.00299072265625,-0.0011962890625
0.0035888671875,-0.00478515625,-0.0011962890625
0.0031901041666666666,-0.003987630208333334,-0.0015950520833333335
0.0027913411458333334,-0.0031901041666666666,-0.001993815104166667
0.002392578125,-0.002392578125,-0.002392578125
0.0035888671875,-0.00478515625,0.0035888671875
0.002392578125,-0.0035888671875,-0.007177734375
